"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"../features/test_login.feature: Login bem-sucedido","8313","test_login_bemsucedido","tests","Mon Mar 03 14:02:31 GMT 2025","broken","Mon Mar 03 14:02:39 GMT 2025","","test_login","",""
